,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,70.78651685393258,66.0,3.9500558376312256,10.422382354736328,2.256568193435669,1.5326207876205444,8.913570404052734,15.973560333251953
