,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,81.22605363984674,77.88461538461539,10.882543459477551,10.48479847839245,1.426734674957522,1.4602349539782709,15.526502105368811,15.310269223566845
