,crop_name,crop_num,date,high,low,market_name,market_num,mean,medium,volume
0,蛋黃果-仙桃,G1,101.01.03,17.0,17.0,台北一,109,17.0,17.0,20.0
1,蛋黃果-仙桃,G1,101.01.04,15.0,15.0,台北一,109,15.0,15.0,48.0
2,蛋黃果-仙桃,G1,101.01.05,13.3,13.3,台北一,109,13.3,13.3,45.0
3,蛋黃果-仙桃,G1,101.01.06,19.5,12.9,台北一,109,15.7,15.4,1753.0
4,蛋黃果-仙桃,G1,101.01.07,18.0,13.3,台北一,109,16.2,16.6,823.0
5,蛋黃果-仙桃,G1,101.01.08,23.1,8.0,台北一,109,14.4,13.6,129.0
6,蛋黃果-仙桃,G1,101.01.13,17.0,13.1,台北一,109,15.5,15.9,79.0
7,蛋黃果-仙桃,G1,101.01.14,25.0,25.0,台北一,109,25.0,25.0,18.0
8,蛋黃果-仙桃,G1,101.01.15,25.0,16.8,台北一,109,21.0,21.1,778.0
9,蛋黃果-仙桃,G1,101.01.17,20.0,9.8,台北一,109,16.5,17.6,614.0
10,蛋黃果-仙桃,G1,101.01.18,20.0,13.1,台北一,109,17.8,18.7,1205.0
11,蛋黃果-仙桃,G1,101.01.19,20.0,16.0,台北一,109,19.2,20.0,1970.0
12,蛋黃果-仙桃,G1,101.01.20,20.0,14.8,台北一,109,18.1,18.5,2266.0
13,蛋黃果-仙桃,G1,101.01.21,20.0,12.6,台北一,109,16.6,16.9,466.0
14,蛋黃果-仙桃,G1,101.01.22,15.0,3.0,台北一,109,10.7,11.8,74.0
15,蛋黃果-仙桃,G1,101.01.28,18.0,12.6,台北一,109,15.9,16.2,1320.0
16,蛋黃果-仙桃,G1,101.01.29,17.8,14.0,台北一,109,15.6,15.5,2982.0
17,蛋黃果-仙桃,G1,101.01.30,15.6,14.0,台北一,109,14.7,14.7,980.0
18,蛋黃果-仙桃,G1,101.02.02,3.0,3.0,台北一,109,3.0,3.0,29.0
19,蛋黃果-仙桃,G1,101.02.03,15.0,10.8,台北一,109,12.7,12.5,412.0
20,蛋黃果-仙桃,G1,101.02.04,14.3,10.0,台北一,109,11.7,11.4,2164.0
21,蛋黃果-仙桃,G1,101.02.05,15.0,9.2,台北一,109,12.2,12.3,638.0
22,蛋黃果-仙桃,G1,101.02.06,15.0,15.0,台北一,109,15.0,15.0,168.0
23,蛋黃果-仙桃,G1,101.02.14,10.0,10.0,台北一,109,10.0,10.0,21.0
24,蛋黃果-仙桃,G1,101.02.15,10.0,10.0,台北一,109,10.0,10.0,20.0
25,蛋黃果-仙桃,G1,101.02.17,10.0,8.0,台北一,109,9.5,9.8,68.0
26,蛋黃果-仙桃,G1,101.02.18,15.0,10.0,台北一,109,13.1,13.5,577.0
27,蛋黃果-仙桃,G1,101.02.19,15.0,10.0,台北一,109,13.9,14.8,1458.0
28,蛋黃果-仙桃,G1,101.02.21,18.0,10.0,台北一,109,14.1,14.1,1980.0
29,蛋黃果-仙桃,G1,101.02.26,15.0,15.0,台北一,109,15.0,15.0,264.0
30,蛋黃果-仙桃,G1,101.03.03,18.0,18.0,台北一,109,18.0,18.0,35.0
31,蛋黃果-仙桃,G1,101.03.04,21.5,15.0,台北一,109,17.4,16.8,853.0
32,蛋黃果-仙桃,G1,101.03.06,25.0,16.0,台北一,109,21.1,21.6,1620.0
33,蛋黃果-仙桃,G1,101.03.08,25.0,25.0,台北一,109,25.0,25.0,20.0
34,蛋黃果-仙桃,G1,101.03.15,28.0,28.0,台北一,109,28.0,28.0,40.0
35,蛋黃果-仙桃,G1,101.03.17,25.0,25.0,台北一,109,25.0,25.0,22.0
36,蛋黃果-仙桃,G1,101.03.18,25.0,17.6,台北一,109,22.8,23.8,579.0
37,蛋黃果-仙桃,G1,101.03.20,25.8,17.4,台北一,109,20.0,19.0,1408.0
38,蛋黃果-仙桃,G1,101.03.21,26.4,20.0,台北一,109,21.3,20.0,367.0
39,蛋黃果-仙桃,G1,101.03.22,42.0,20.0,台北一,109,35.8,39.0,180.0
40,蛋黃果-仙桃,G1,101.03.29,12.0,12.0,台北一,109,12.0,12.0,19.0
41,蛋黃果-仙桃,G1,101.03.30,20.0,20.0,台北一,109,20.0,20.0,20.0
42,蛋黃果-仙桃,G1,101.03.31,20.0,20.0,台北一,109,20.0,20.0,200.0
43,蛋黃果-仙桃,G1,101.04.02,20.0,20.0,台北一,109,20.0,20.0,288.0
