,crop_name,crop_num,date,high,low,market_name,market_num,mean,medium,volume
0,雜柑-進口,F9,101.01.01,222.2,222.2,台北一,109,222.2,222.2,66.0
1,雜柑-進口,F9,101.01.03,266.8,222.2,台北一,109,245.6,246.4,38.0
2,雜柑-進口,F9,101.01.04,222.2,222.2,台北一,109,222.2,222.2,36.0
3,雜柑-進口,F9,101.01.05,266.7,200.0,台北一,109,226.7,222.2,30.0
4,雜柑-進口,F9,101.01.06,266.7,200.0,台北一,109,226.7,222.2,30.0
5,雜柑-進口,F9,101.01.07,262.7,222.2,台北一,109,230.3,222.2,66.0
6,雜柑-進口,F9,101.01.08,266.7,266.7,台北一,109,266.7,266.7,20.0
7,雜柑-進口,F9,101.01.10,222.2,222.2,台北一,109,222.2,222.2,96.0
8,雜柑-進口,F9,101.01.11,266.7,266.7,台北一,109,266.7,266.7,24.0
9,雜柑-進口,F9,101.01.12,266.7,222.2,台北一,109,245.6,246.4,38.0
10,雜柑-進口,F9,101.01.13,266.7,222.2,台北一,109,238.1,233.9,56.0
11,雜柑-進口,F9,101.01.14,246.9,200.0,台北一,109,211.9,204.1,180.0
12,雜柑-進口,F9,101.01.15,266.7,184.6,台北一,109,217.4,212.0,130.0
13,雜柑-進口,F9,101.01.17,296.6,222.2,台北一,109,237.1,222.2,230.0
14,雜柑-進口,F9,101.01.18,300.0,222.2,台北一,109,265.6,268.6,373.0
15,雜柑-進口,F9,101.01.19,300.0,222.2,台北一,109,264.1,266.1,104.0
16,雜柑-進口,F9,101.01.20,308.3,232.5,台北一,109,282.5,290.5,561.0
17,雜柑-進口,F9,101.01.21,300.0,222.2,台北一,109,261.8,262.3,330.0
18,雜柑-進口,F9,101.01.22,316.7,227.1,台北一,109,293.8,308.4,192.0
19,雜柑-進口,F9,101.01.28,300.0,222.2,台北一,109,270.0,275.9,202.0
20,雜柑-進口,F9,101.01.29,300.0,230.9,台北一,109,285.0,298.0,102.0
21,雜柑-進口,F9,101.01.30,844.4,300.0,台北一,109,542.0,521.8,108.0
22,雜柑-進口,F9,101.02.01,222.2,222.2,台北一,109,222.2,222.2,120.0
23,雜柑-進口,F9,101.02.02,300.0,222.2,台北一,109,240.0,225.9,140.0
24,雜柑-進口,F9,101.02.03,292.9,222.2,台北一,109,236.4,222.2,44.0
25,雜柑-進口,F9,101.02.04,300.0,244.4,台北一,109,288.9,300.0,54.0
26,雜柑-進口,F9,101.02.05,300.0,222.2,台北一,109,241.7,228.7,32.0
27,雜柑-進口,F9,101.02.06,300.0,222.2,台北一,109,263.2,264.5,76.0
28,雜柑-進口,F9,101.02.09,300.0,222.2,台北一,109,238.6,223.6,38.0
29,雜柑-進口,F9,101.02.10,300.0,222.2,台北一,109,241.7,228.7,128.0
30,雜柑-進口,F9,101.02.11,300.0,222.2,台北一,109,263.2,264.5,76.0
31,雜柑-進口,F9,101.02.12,300.0,222.2,台北一,109,246.2,236.2,52.0
32,雜柑-進口,F9,101.02.14,300.0,222.2,台北一,109,266.7,270.4,56.0
33,雜柑-進口,F9,101.02.15,300.0,222.2,台北一,109,250.5,243.4,66.0
34,雜柑-進口,F9,101.02.16,300.0,222.2,台北一,109,260.2,259.5,82.0
35,雜柑-進口,F9,101.02.17,216.7,172.8,台北一,109,181.6,172.8,58.0
36,雜柑-進口,F9,101.02.18,300.0,222.2,台北一,109,255.3,251.4,94.0
37,雜柑-進口,F9,101.02.19,300.0,222.2,台北一,109,257.6,255.2,88.0
38,雜柑-進口,F9,101.02.21,222.2,222.2,台北一,109,222.2,222.2,24.0
39,雜柑-進口,F9,101.02.22,300.0,222.2,台北一,109,256.3,253.0,128.0
40,雜柑-進口,F9,101.02.23,222.2,222.2,台北一,109,222.2,222.2,48.0
41,雜柑-進口,F9,101.02.24,300.0,222.2,台北一,109,243.4,231.6,132.0
42,雜柑-進口,F9,101.02.25,222.2,222.2,台北一,109,222.2,222.2,42.0
43,雜柑-進口,F9,101.02.26,333.3,244.4,台北一,109,276.2,267.7,112.0
44,雜柑-進口,F9,101.02.28,333.3,244.4,台北一,109,307.5,319.9,62.0
45,雜柑-進口,F9,101.02.29,266.7,177.8,台北一,109,228.6,232.8,84.0
46,雜柑-進口,F9,101.03.01,187.7,177.8,台北一,109,179.8,177.8,112.0
47,雜柑-進口,F9,101.03.02,233.3,177.8,台北一,109,221.4,232.0,56.0
48,雜柑-進口,F9,101.03.03,233.3,177.8,台北一,109,190.1,179.9,54.0
49,雜柑-進口,F9,101.03.04,233.3,177.8,台北一,109,207.4,208.6,90.0
50,雜柑-進口,F9,101.03.06,222.2,177.8,台北一,109,186.7,177.8,100.0
51,雜柑-進口,F9,101.03.07,233.3,177.8,台北一,109,210.5,213.7,102.0
52,雜柑-進口,F9,101.03.08,177.8,177.8,台北一,109,177.8,177.8,60.0
53,雜柑-進口,F9,101.03.09,233.3,177.8,台北一,109,200.0,196.3,100.0
54,雜柑-進口,F9,101.03.10,233.3,177.8,台北一,109,218.2,226.6,44.0
55,雜柑-進口,F9,101.03.11,233.3,177.8,台北一,109,212.0,216.2,78.0
56,雜柑-進口,F9,101.03.13,233.4,177.8,台北一,109,191.7,182.4,80.0
57,雜柑-進口,F9,101.03.14,233.3,177.8,台北一,109,194.4,187.1,120.0
58,雜柑-進口,F9,101.03.15,233.3,189.5,台北一,109,224.6,233.3,76.0
59,雜柑-進口,F9,101.03.16,233.4,177.8,台北一,109,191.7,182.4,32.0
60,雜柑-進口,F9,101.03.17,233.3,177.8,台北一,109,204.2,203.4,126.0
61,雜柑-進口,F9,101.03.18,200.0,116.7,台北一,109,166.7,172.2,80.0
62,雜柑-進口,F9,101.03.20,233.3,177.8,台北一,109,206.8,207.6,138.0
63,雜柑-進口,F9,101.03.21,233.3,191.7,台北一,109,225.0,233.3,80.0
64,雜柑-進口,F9,101.03.22,233.3,22.2,台北一,109,93.9,71.3,367.0
65,雜柑-進口,F9,101.03.23,233.4,177.8,台北一,109,220.5,230.6,26.0
66,雜柑-進口,F9,101.03.24,233.3,177.8,台北一,109,208.2,210.0,146.0
67,雜柑-進口,F9,101.03.25,177.8,177.8,台北一,109,177.8,177.8,18.0
68,雜柑-進口,F9,101.03.27,233.3,177.8,台北一,109,212.0,216.2,78.0
69,雜柑-進口,F9,101.03.28,233.3,177.8,台北一,109,213.3,218.5,50.0
70,雜柑-進口,F9,101.03.29,233.3,177.8,台北一,109,200.0,196.3,110.0
71,雜柑-進口,F9,101.03.30,177.8,116.7,台北一,109,142.9,140.0,56.0
72,雜柑-進口,F9,101.03.31,233.3,177.8,台北一,109,203.0,201.4,88.0
73,雜柑-進口,F9,101.04.01,233.3,177.8,台北一,109,198.2,193.4,76.0
74,雜柑-進口,F9,101.04.02,233.3,177.8,台北一,109,196.6,190.7,118.0
75,雜柑-進口,F9,101.04.03,177.8,177.8,台北一,109,177.8,177.8,30.0
76,雜柑-進口,F9,101.04.06,250.0,177.8,台北一,109,195.8,183.8,128.0
77,雜柑-進口,F9,101.04.07,233.3,177.8,台北一,109,213.0,218.0,82.0
78,雜柑-進口,F9,101.04.08,233.3,233.3,台北一,109,233.3,233.3,56.0
79,雜柑-進口,F9,101.04.10,233.3,177.8,台北一,109,196.7,190.9,82.0
80,雜柑-進口,F9,101.04.11,233.3,177.8,台北一,109,195.9,189.5,98.0
81,雜柑-進口,F9,101.04.12,205.6,177.8,台北一,109,183.3,177.8,40.0
82,雜柑-進口,F9,101.04.13,233.4,177.8,台北一,109,203.1,201.4,44.0
83,雜柑-進口,F9,101.04.14,233.3,177.8,台北一,109,205.5,205.6,24.0
84,雜柑-進口,F9,101.04.15,177.8,177.8,台北一,109,177.8,177.8,6.0
85,雜柑-進口,F9,101.04.17,233.3,177.8,台北一,109,205.5,205.6,24.0
86,雜柑-進口,F9,101.04.19,177.8,177.8,台北一,109,177.8,177.8,6.0
87,雜柑-進口,F9,101.04.26,33.3,33.3,台北一,109,33.3,33.3,90.0
88,雜柑-進口,F9,101.04.28,83.3,83.3,台北一,109,83.3,83.3,432.0
89,雜柑-進口,F9,101.04.29,83.3,83.3,台北一,109,83.3,83.3,24.0
90,雜柑-進口,F9,101.05.19,83.3,83.3,台北一,109,83.3,83.3,120.0
91,雜柑-進口,F9,101.06.02,83.3,83.3,台北一,109,83.3,83.3,40.0
92,雜柑-進口,F9,101.09.14,35.6,35.6,台北一,109,35.6,35.6,180.0
93,雜柑-進口,F9,101.09.15,35.6,35.6,台北一,109,35.6,35.6,150.0
94,雜柑-進口,F9,101.09.16,35.6,35.6,台北一,109,35.6,35.6,90.0
95,雜柑-進口,F9,101.09.19,35.6,29.6,台北一,109,30.9,29.8,138.0
96,雜柑-進口,F9,101.09.20,35.6,35.6,台北一,109,35.6,35.6,75.0
97,雜柑-進口,F9,101.09.25,29.6,29.6,台北一,109,29.6,29.6,36.0
98,雜柑-進口,F9,101.09.30,40.0,40.0,台北一,109,40.0,40.0,150.0
99,雜柑-進口,F9,101.10.05,53.3,53.3,台北一,109,53.3,53.3,100.0
100,雜柑-進口,F9,101.10.10,35.6,35.6,台北一,109,35.6,35.6,90.0
101,雜柑-進口,F9,101.10.11,35.6,35.6,台北一,109,35.6,35.6,75.0
102,雜柑-進口,F9,101.10.12,35.6,35.6,台北一,109,35.6,35.6,75.0
103,雜柑-進口,F9,101.10.13,29.6,29.6,台北一,109,29.6,29.6,270.0
104,雜柑-進口,F9,101.10.18,35.6,35.6,台北一,109,35.6,35.6,45.0
105,雜柑-進口,F9,101.11.23,300.0,300.0,台北一,109,300.0,300.0,12.0
106,雜柑-進口,F9,101.11.27,300.0,300.0,台北一,109,300.0,300.0,28.0
107,雜柑-進口,F9,101.11.29,281.4,240.0,台北一,109,248.3,240.0,58.0
108,雜柑-進口,F9,101.11.30,300.0,300.0,台北一,109,300.0,300.0,48.0
109,雜柑-進口,F9,101.12.01,250.0,250.0,台北一,109,250.0,250.0,40.0
110,雜柑-進口,F9,101.12.02,250.0,250.0,台北一,109,250.0,250.0,24.0
111,雜柑-進口,F9,101.12.04,250.0,250.0,台北一,109,250.0,250.0,36.0
112,雜柑-進口,F9,101.12.05,250.0,250.0,台北一,109,250.0,250.0,28.0
113,雜柑-進口,F9,101.12.06,250.0,250.0,台北一,109,250.0,250.0,52.0
114,雜柑-進口,F9,101.12.07,250.0,250.0,台北一,109,250.0,250.0,12.0
115,雜柑-進口,F9,101.12.08,250.0,250.0,台北一,109,250.0,250.0,52.0
116,雜柑-進口,F9,101.12.09,250.0,250.0,台北一,109,250.0,250.0,20.0
117,雜柑-進口,F9,101.12.11,250.0,250.0,台北一,109,250.0,250.0,52.0
118,雜柑-進口,F9,101.12.12,250.0,250.0,台北一,109,250.0,250.0,28.0
119,雜柑-進口,F9,101.12.13,250.0,250.0,台北一,109,250.0,250.0,40.0
120,雜柑-進口,F9,101.12.15,250.0,250.0,台北一,109,250.0,250.0,56.0
121,雜柑-進口,F9,101.12.18,250.0,44.5,台北一,109,91.1,53.7,194.0
122,雜柑-進口,F9,101.12.19,250.0,250.0,台北一,109,250.0,250.0,20.0
123,雜柑-進口,F9,101.12.20,250.0,250.0,台北一,109,250.0,250.0,32.0
124,雜柑-進口,F9,101.12.21,250.0,250.0,台北一,109,250.0,250.0,64.0
125,雜柑-進口,F9,101.12.22,250.0,250.0,台北一,109,250.0,250.0,8.0
126,雜柑-進口,F9,101.12.23,250.0,142.9,台北一,109,196.4,196.5,56.0
127,雜柑-進口,F9,101.12.25,250.0,250.0,台北一,109,250.0,250.0,32.0
128,雜柑-進口,F9,101.12.26,250.0,250.0,台北一,109,250.0,250.0,44.0
129,雜柑-進口,F9,101.12.27,250.0,250.0,台北一,109,250.0,250.0,56.0
130,雜柑-進口,F9,101.12.28,250.0,250.0,台北一,109,250.0,250.0,40.0
131,雜柑-進口,F9,101.12.29,250.0,250.0,台北一,109,250.0,250.0,12.0
132,雜柑-進口,F9,101.12.30,250.0,44.5,台北一,109,166.7,179.7,148.0
133,雜柑-進口,F9,102.01.01,250.0,250.0,台北一,109,250.0,250.0,88.0
134,雜柑-進口,F9,102.01.02,253.3,253.3,台北一,109,253.3,253.3,70.0
135,雜柑-進口,F9,102.01.03,253.4,250.0,台北一,109,251.9,252.0,36.0
136,雜柑-進口,F9,102.01.04,253.3,250.0,台北一,109,252.7,253.3,100.0
137,雜柑-進口,F9,102.01.05,253.4,250.0,台北一,109,252.4,252.9,28.0
138,雜柑-進口,F9,102.01.06,253.3,250.0,台北一,109,252.5,253.0,80.0
139,雜柑-進口,F9,102.01.08,253.3,250.0,台北一,109,252.0,252.2,50.0
140,雜柑-進口,F9,102.01.09,253.3,44.4,台北一,109,138.2,131.1,164.0
141,雜柑-進口,F9,102.01.10,253.3,253.3,台北一,109,253.3,253.3,40.0
142,雜柑-進口,F9,102.01.11,253.3,250.0,台北一,109,252.3,252.6,74.0
143,雜柑-進口,F9,102.01.12,253.3,250.0,台北一,109,251.9,252.0,90.0
144,雜柑-進口,F9,102.01.13,250.0,226.7,台北一,109,240.0,241.1,70.0
