,crop_name,crop_num,date,high,low,market_name,market_num,mean,medium,volume
0,雜柑-無子檸檬,F5,101.01.01,46.3,12.2,台北一,109,29.7,30.0,2570.0
1,雜柑-無子檸檬,F5,101.01.03,64.2,14.7,台北一,109,39.9,40.2,1582.0
2,雜柑-無子檸檬,F5,101.01.04,63.4,12.4,台北一,109,39.3,40.2,1933.0
3,雜柑-無子檸檬,F5,101.01.05,61.9,17.1,台北一,109,41.2,42.4,2556.0
4,雜柑-無子檸檬,F5,101.01.06,56.2,18.0,台北一,109,37.1,37.0,2672.0
5,雜柑-無子檸檬,F5,101.01.07,59.7,17.3,台北一,109,39.5,40.1,1769.0
6,雜柑-無子檸檬,F5,101.01.08,54.1,18.7,台北一,109,38.3,39.6,2088.0
7,雜柑-無子檸檬,F5,101.01.10,51.2,17.1,台北一,109,34.8,35.3,3458.0
8,雜柑-無子檸檬,F5,101.01.11,52.5,14.7,台北一,109,34.1,34.5,2925.0
9,雜柑-無子檸檬,F5,101.01.12,58.0,21.4,台北一,109,38.0,36.9,2472.0
10,雜柑-無子檸檬,F5,101.01.13,57.4,17.7,台北一,109,36.8,36.4,2527.0
11,雜柑-無子檸檬,F5,101.01.14,57.6,19.0,台北一,109,40.0,41.2,2890.0
12,雜柑-無子檸檬,F5,101.01.15,62.4,20.8,台北一,109,41.8,41.9,2538.0
13,雜柑-無子檸檬,F5,101.01.17,66.3,23.2,台北一,109,44.1,43.7,2904.0
14,雜柑-無子檸檬,F5,101.01.18,64.0,23.9,台北一,109,43.5,43.2,2755.0
15,雜柑-無子檸檬,F5,101.01.19,65.0,16.1,台北一,109,41.4,42.0,4490.0
16,雜柑-無子檸檬,F5,101.01.20,71.3,23.2,台北一,109,48.2,48.9,4467.0
17,雜柑-無子檸檬,F5,101.01.21,61.7,13.9,台北一,109,37.6,37.5,4978.0
18,雜柑-無子檸檬,F5,101.01.22,44.2,4.3,台北一,109,24.2,24.2,2620.0
19,雜柑-無子檸檬,F5,101.01.28,74.9,18.7,台北一,109,46.4,46.2,3582.0
20,雜柑-無子檸檬,F5,101.01.29,72.9,22.1,台北一,109,48.6,49.4,3100.0
21,雜柑-無子檸檬,F5,101.01.30,71.8,29.0,台北一,109,54.1,56.6,2299.0
22,雜柑-無子檸檬,F5,101.02.01,60.3,20.6,台北一,109,40.6,40.7,4541.0
23,雜柑-無子檸檬,F5,101.02.02,44.9,16.1,台北一,109,31.8,32.6,4362.0
24,雜柑-無子檸檬,F5,101.02.03,46.3,16.9,台北一,109,30.1,29.1,2800.0
25,雜柑-無子檸檬,F5,101.02.04,40.3,19.2,台北一,109,29.6,29.5,2024.0
26,雜柑-無子檸檬,F5,101.02.05,48.9,15.0,台北一,109,30.8,30.0,2964.0
27,雜柑-無子檸檬,F5,101.02.06,57.4,15.0,台北一,109,36.5,36.8,1156.0
28,雜柑-無子檸檬,F5,101.02.09,56.7,23.0,台北一,109,39.1,38.7,3060.0
29,雜柑-無子檸檬,F5,101.02.10,87.5,28.6,台北一,109,60.0,61.3,1236.0
30,雜柑-無子檸檬,F5,101.02.11,72.5,31.8,台北一,109,48.7,46.4,2865.0
31,雜柑-無子檸檬,F5,101.02.12,60.6,28.2,台北一,109,43.2,42.4,3083.0
32,雜柑-無子檸檬,F5,101.02.14,63.9,26.5,台北一,109,45.0,44.8,3090.0
33,雜柑-無子檸檬,F5,101.02.15,62.8,27.0,台北一,109,44.0,43.4,2591.0
34,雜柑-無子檸檬,F5,101.02.16,69.5,22.0,台北一,109,44.1,43.0,2477.0
35,雜柑-無子檸檬,F5,101.02.17,70.5,25.0,台北一,109,48.6,49.2,1665.0
36,雜柑-無子檸檬,F5,101.02.18,76.3,32.4,台北一,109,55.6,56.4,952.0
37,雜柑-無子檸檬,F5,101.02.19,82.5,33.6,台北一,109,62.2,64.9,1282.0
38,雜柑-無子檸檬,F5,101.02.21,75.3,28.1,台北一,109,50.7,50.1,2305.0
39,雜柑-無子檸檬,F5,101.02.22,93.9,38.3,台北一,109,66.4,66.6,1572.0
40,雜柑-無子檸檬,F5,101.02.23,95.6,38.4,台北一,109,69.2,70.6,1530.0
41,雜柑-無子檸檬,F5,101.02.24,96.2,46.4,台北一,109,70.6,70.2,2187.0
42,雜柑-無子檸檬,F5,101.02.25,82.7,48.8,台北一,109,65.8,65.8,3127.0
43,雜柑-無子檸檬,F5,101.02.26,70.5,27.7,台北一,109,50.3,51.1,2521.0
44,雜柑-無子檸檬,F5,101.02.28,90.5,33.3,台北一,109,62.6,63.0,1264.0
45,雜柑-無子檸檬,F5,101.02.29,84.6,32.5,台北一,109,58.3,58.1,1469.0
46,雜柑-無子檸檬,F5,101.03.01,87.4,36.5,台北一,109,67.5,71.2,1130.0
47,雜柑-無子檸檬,F5,101.03.02,83.7,40.8,台北一,109,62.4,62.5,2022.0
48,雜柑-無子檸檬,F5,101.03.03,73.3,35.6,台北一,109,54.2,54.0,2107.0
49,雜柑-無子檸檬,F5,101.03.04,98.9,28.0,台北一,109,66.1,67.8,1214.0
50,雜柑-無子檸檬,F5,101.03.06,105.3,36.9,台北一,109,73.7,75.5,1800.0
51,雜柑-無子檸檬,F5,101.03.07,112.8,53.4,台北一,109,88.8,92.6,1320.0
52,雜柑-無子檸檬,F5,101.03.08,107.9,50.9,台北一,109,86.1,90.6,2029.0
53,雜柑-無子檸檬,F5,101.03.09,93.1,36.3,台北一,109,67.5,69.3,2469.0
54,雜柑-無子檸檬,F5,101.03.10,103.2,29.3,台北一,109,67.3,68.1,1994.0
55,雜柑-無子檸檬,F5,101.03.11,109.3,35.9,台北一,109,75.4,77.2,1401.0
56,雜柑-無子檸檬,F5,101.03.13,129.2,74.0,台北一,109,107.9,112.0,927.0
57,雜柑-無子檸檬,F5,101.03.14,121.0,65.1,台北一,109,98.4,101.9,1782.0
58,雜柑-無子檸檬,F5,101.03.15,95.1,51.1,台北一,109,74.2,74.9,3366.0
59,雜柑-無子檸檬,F5,101.03.16,80.0,37.8,台北一,109,60.2,61.1,2559.0
60,雜柑-無子檸檬,F5,101.03.17,82.2,29.4,台北一,109,56.5,56.9,2728.0
61,雜柑-無子檸檬,F5,101.03.18,85.4,42.7,台北一,109,65.2,65.9,1554.0
62,雜柑-無子檸檬,F5,101.03.20,87.7,33.4,台北一,109,62.7,64.2,1731.0
63,雜柑-無子檸檬,F5,101.03.21,86.2,36.0,台北一,109,63.8,65.6,1939.0
64,雜柑-無子檸檬,F5,101.03.22,79.3,36.1,台北一,109,56.9,56.3,2145.0
65,雜柑-無子檸檬,F5,101.03.23,102.1,49.9,台北一,109,74.9,74.2,1079.0
66,雜柑-無子檸檬,F5,101.03.24,106.3,52.1,台北一,109,79.3,79.3,1309.0
67,雜柑-無子檸檬,F5,101.03.25,103.4,45.7,台北一,109,77.7,79.8,1276.0
68,雜柑-無子檸檬,F5,101.03.27,109.1,43.1,台北一,109,76.3,76.5,1690.0
69,雜柑-無子檸檬,F5,101.03.28,103.7,57.3,台北一,109,82.5,83.9,1900.0
70,雜柑-無子檸檬,F5,101.03.29,93.1,51.1,台北一,109,72.2,72.3,2026.0
71,雜柑-無子檸檬,F5,101.03.30,104.8,56.5,台北一,109,83.4,85.2,1609.0
72,雜柑-無子檸檬,F5,101.03.31,104.1,65.9,台北一,109,85.0,85.0,1921.0
73,雜柑-無子檸檬,F5,101.04.01,103.2,62.7,台北一,109,86.3,88.6,1859.0
74,雜柑-無子檸檬,F5,101.04.02,109.1,54.2,台北一,109,88.8,93.5,1065.0
75,雜柑-無子檸檬,F5,101.04.03,108.1,64.7,台北一,109,89.1,90.9,1840.0
76,雜柑-無子檸檬,F5,101.04.06,103.1,62.7,台北一,109,87.4,90.3,2066.0
77,雜柑-無子檸檬,F5,101.04.07,108.6,62.8,台北一,109,89.3,91.6,1680.0
78,雜柑-無子檸檬,F5,101.04.08,115.5,66.6,台北一,109,96.5,100.1,1406.0
79,雜柑-無子檸檬,F5,101.04.10,111.5,72.8,台北一,109,95.1,97.1,2924.0
80,雜柑-無子檸檬,F5,101.04.11,104.6,62.8,台北一,109,83.5,83.3,2821.0
81,雜柑-無子檸檬,F5,101.04.12,107.5,57.1,台北一,109,81.0,80.2,2259.0
82,雜柑-無子檸檬,F5,101.04.13,100.5,46.4,台北一,109,72.8,72.4,2126.0
83,雜柑-無子檸檬,F5,101.04.14,116.3,51.2,台北一,109,84.6,85.2,1758.0
84,雜柑-無子檸檬,F5,101.04.15,130.2,54.7,台北一,109,93.5,94.3,1612.0
85,雜柑-無子檸檬,F5,101.04.17,129.6,67.5,台北一,109,102.1,104.5,1779.0
86,雜柑-無子檸檬,F5,101.04.18,133.2,71.3,台北一,109,105.5,107.6,1035.0
87,雜柑-無子檸檬,F5,101.04.19,142.4,88.2,台北一,109,119.1,121.7,841.0
88,雜柑-無子檸檬,F5,101.04.20,135.2,75.9,台北一,109,114.3,120.2,1691.0
89,雜柑-無子檸檬,F5,101.04.21,129.1,72.4,台北一,109,102.4,103.5,1975.0
90,雜柑-無子檸檬,F5,101.04.22,126.2,60.1,台北一,109,97.7,100.7,1797.0
91,雜柑-無子檸檬,F5,101.04.24,134.4,85.7,台北一,109,112.9,114.9,2100.0
92,雜柑-無子檸檬,F5,101.04.25,120.5,63.5,台北一,109,93.9,95.2,2139.0
93,雜柑-無子檸檬,F5,101.04.26,125.3,63.3,台北一,109,97.3,99.3,2104.0
94,雜柑-無子檸檬,F5,101.04.27,136.2,70.2,台北一,109,110.6,115.6,761.0
95,雜柑-無子檸檬,F5,101.04.28,128.2,71.2,台北一,109,103.9,106.6,1679.0
96,雜柑-無子檸檬,F5,101.04.29,129.2,75.2,台北一,109,104.7,106.4,2029.0
97,雜柑-無子檸檬,F5,101.05.01,154.3,90.7,台北一,109,121.1,120.2,1865.0
98,雜柑-無子檸檬,F5,101.05.02,141.1,94.8,台北一,109,120.8,122.7,1826.0
99,雜柑-無子檸檬,F5,101.05.03,129.9,92.4,台北一,109,111.2,111.3,2113.0
100,雜柑-無子檸檬,F5,101.05.04,145.8,68.5,台北一,109,112.2,115.6,1818.0
101,雜柑-無子檸檬,F5,101.05.05,170.1,126.1,台北一,109,152.9,156.2,1002.0
102,雜柑-無子檸檬,F5,101.05.06,171.7,102.2,台北一,109,142.2,145.7,1630.0
103,雜柑-無子檸檬,F5,101.05.08,152.3,94.3,台北一,109,124.2,124.7,2969.0
104,雜柑-無子檸檬,F5,101.05.09,144.3,82.3,台北一,109,113.5,113.7,2549.0
105,雜柑-無子檸檬,F5,101.05.10,149.6,69.8,台北一,109,112.4,114.3,2202.0
106,雜柑-無子檸檬,F5,101.05.11,152.3,93.0,台北一,109,124.5,125.7,1600.0
107,雜柑-無子檸檬,F5,101.05.12,155.6,74.9,台北一,109,124.6,130.8,1970.0
108,雜柑-無子檸檬,F5,101.05.13,166.2,65.2,台北一,109,118.4,120.1,1564.0
109,雜柑-無子檸檬,F5,101.05.15,158.5,94.8,台北一,109,126.7,126.8,2602.0
110,雜柑-無子檸檬,F5,101.05.16,158.3,84.9,台北一,109,124.8,126.9,1836.0
111,雜柑-無子檸檬,F5,101.05.17,156.9,86.8,台北一,109,122.0,122.0,1635.0
112,雜柑-無子檸檬,F5,101.05.18,170.2,92.5,台北一,109,134.1,135.9,1925.0
113,雜柑-無子檸檬,F5,101.05.19,186.1,98.3,台北一,109,140.9,140.0,1592.0
114,雜柑-無子檸檬,F5,101.05.20,184.3,84.4,台北一,109,129.7,126.7,2573.0
115,雜柑-無子檸檬,F5,101.05.22,173.9,74.2,台北一,109,118.3,114.4,3028.0
116,雜柑-無子檸檬,F5,101.05.23,130.4,47.0,台北一,109,90.8,92.2,2918.0
117,雜柑-無子檸檬,F5,101.05.24,105.5,27.0,台北一,109,60.8,57.2,4286.0
118,雜柑-無子檸檬,F5,101.05.25,114.1,40.6,台北一,109,76.6,76.1,2510.0
119,雜柑-無子檸檬,F5,101.05.26,129.2,56.0,台北一,109,87.2,83.6,2012.0
