,crop_name,crop_num,date,high,low,market_name,market_num,mean,medium,volume
0,香蕉-芭蕉,A2,101.01.01,36.7,9.0,台北一,109,17.3,13.6,2154.0
1,香蕉-芭蕉,A2,101.01.03,45.8,8.4,台北一,109,21.8,18.3,2795.0
2,香蕉-芭蕉,A2,101.01.04,41.8,7.3,台北一,109,19.9,16.8,4044.0
3,香蕉-芭蕉,A2,101.01.05,41.7,7.4,台北一,109,17.4,12.6,3534.0
4,香蕉-芭蕉,A2,101.01.06,39.9,7.1,台北一,109,18.1,14.5,3684.0
5,香蕉-芭蕉,A2,101.01.07,38.2,6.5,台北一,109,19.1,16.9,3355.0
6,香蕉-芭蕉,A2,101.01.08,37.7,5.1,台北一,109,17.4,14.8,2356.0
7,香蕉-芭蕉,A2,101.01.10,41.0,6.7,台北一,109,20.2,17.7,3157.0
8,香蕉-芭蕉,A2,101.01.11,32.5,6.1,台北一,109,15.1,12.3,1866.0
9,香蕉-芭蕉,A2,101.01.12,52.6,9.9,台北一,109,23.5,18.3,1804.0
10,香蕉-芭蕉,A2,101.01.13,43.8,9.1,台北一,109,20.4,16.4,2204.0
11,香蕉-芭蕉,A2,101.01.14,32.3,8.1,台北一,109,16.4,13.9,1909.0
12,香蕉-芭蕉,A2,101.01.15,46.5,5.9,台北一,109,18.3,13.1,1606.0
13,香蕉-芭蕉,A2,101.01.17,41.2,7.3,台北一,109,18.8,15.1,3104.0
14,香蕉-芭蕉,A2,101.01.18,47.0,7.0,台北一,109,22.7,19.8,3139.0
15,香蕉-芭蕉,A2,101.01.19,37.8,5.3,台北一,109,15.9,12.1,3766.0
16,香蕉-芭蕉,A2,101.01.20,44.9,5.0,台北一,109,17.5,12.6,3141.0
17,香蕉-芭蕉,A2,101.01.21,60.5,8.4,台北一,109,26.1,20.5,2463.0
18,香蕉-芭蕉,A2,101.01.22,71.5,7.4,台北一,109,35.9,33.6,1392.0
19,香蕉-芭蕉,A2,101.01.28,42.8,7.1,台北一,109,20.3,17.2,3820.0
20,香蕉-芭蕉,A2,101.01.29,52.4,7.2,台北一,109,22.0,16.8,2289.0
21,香蕉-芭蕉,A2,101.01.30,58.1,12.3,台北一,109,33.0,31.5,1416.0
22,香蕉-芭蕉,A2,101.02.01,47.2,7.6,台北一,109,22.0,18.4,4484.0
23,香蕉-芭蕉,A2,101.02.02,43.7,7.2,台北一,109,19.6,15.6,2605.0
