,crop_name,crop_num,date,high,low,market_name,market_num,mean,medium,volume
0,鳳梨-鳳梨花,B4,101.01.04,30.0,30.0,台北一,109,30.0,30.0,30.0
1,鳳梨-鳳梨花,B4,101.01.05,10.0,10.0,台北一,109,10.0,10.0,600.0
2,鳳梨-鳳梨花,B4,101.01.06,15.0,12.0,台北一,109,14.1,14.5,690.0
3,鳳梨-鳳梨花,B4,101.01.07,14.2,6.4,台北一,109,10.1,9.9,5015.0
4,鳳梨-鳳梨花,B4,101.01.08,30.0,25.5,台北一,109,29.1,30.0,44.0
5,鳳梨-鳳梨花,B4,101.01.10,50.0,50.0,台北一,109,50.0,50.0,2296.0
6,鳳梨-鳳梨花,B4,101.01.11,50.0,43.3,台北一,109,48.7,50.0,393.0
7,鳳梨-鳳梨花,B4,101.01.12,30.0,30.0,台北一,109,30.0,30.0,360.0
8,鳳梨-鳳梨花,B4,101.01.13,46.2,15.0,台北一,109,28.5,27.2,2856.0
9,鳳梨-鳳梨花,B4,101.01.14,50.0,15.8,台北一,109,29.2,26.8,611.0
10,鳳梨-鳳梨花,B4,101.01.15,22.4,10.8,台北一,109,17.0,17.2,8054.0
11,鳳梨-鳳梨花,B4,101.01.17,23.6,15.6,台北一,109,18.9,18.5,55280.0
12,鳳梨-鳳梨花,B4,101.01.18,21.8,15.8,台北一,109,19.1,19.3,38816.0
13,鳳梨-鳳梨花,B4,101.01.19,28.6,17.5,台北一,109,21.5,20.4,40173.0
14,鳳梨-鳳梨花,B4,101.01.20,23.9,14.5,台北一,109,18.2,17.5,34749.0
15,鳳梨-鳳梨花,B4,101.01.21,22.1,8.9,台北一,109,15.8,16.1,21519.0
16,鳳梨-鳳梨花,B4,101.01.22,20.8,3.9,台北一,109,9.6,7.8,4456.0
17,鳳梨-鳳梨花,B4,101.01.28,12.5,8.0,台北一,109,9.2,8.6,1829.0
18,鳳梨-鳳梨花,B4,101.01.29,8.0,8.0,台北一,109,8.0,8.0,360.0
19,鳳梨-鳳梨花,B4,101.01.30,10.0,6.1,台北一,109,9.2,10.0,3080.0
20,鳳梨-鳳梨花,B4,101.02.04,2.0,2.0,台北一,109,2.0,2.0,120.0
21,鳳梨-鳳梨花,B4,101.09.27,12.0,8.0,台北一,109,9.2,8.7,210.0
22,鳳梨-鳳梨花,B4,102.01.10,12.0,12.0,台北一,109,12.0,12.0,276.0
23,鳳梨-鳳梨花,B4,102.01.19,15.0,15.0,台北一,109,15.0,15.0,60.0
24,鳳梨-鳳梨花,B4,102.01.23,50.0,50.0,台北一,109,50.0,50.0,120.0
25,鳳梨-鳳梨花,B4,102.01.24,31.3,15.0,台北一,109,18.6,15.6,555.0
26,鳳梨-鳳梨花,B4,102.01.25,29.8,14.8,台北一,109,18.1,15.3,918.0
27,鳳梨-鳳梨花,B4,102.01.26,56.0,25.0,台北一,109,36.2,33.3,70.0
28,鳳梨-鳳梨花,B4,102.01.27,39.9,10.0,台北一,109,23.4,22.4,298.0
29,鳳梨-鳳梨花,B4,102.01.29,60.0,60.0,台北一,109,60.0,60.0,360.0
30,鳳梨-鳳梨花,B4,102.01.30,60.0,60.0,台北一,109,60.0,60.0,250.0
31,鳳梨-鳳梨花,B4,102.01.31,42.0,20.7,台北一,109,30.6,30.2,433.0
32,鳳梨-鳳梨花,B4,102.02.01,33.6,14.6,台北一,109,25.8,27.0,4596.0
33,鳳梨-鳳梨花,B4,102.02.02,32.5,11.3,台北一,109,17.6,14.7,26562.0
34,鳳梨-鳳梨花,B4,102.02.03,22.5,12.0,台北一,109,16.3,15.7,29395.0
35,鳳梨-鳳梨花,B4,102.02.05,24.5,12.2,台北一,109,17.0,16.1,41015.0
36,鳳梨-鳳梨花,B4,102.02.06,28.1,14.5,台北一,109,19.9,18.9,30987.0
37,鳳梨-鳳梨花,B4,102.02.07,27.6,13.3,台北一,109,20.2,20.0,29472.0
38,鳳梨-鳳梨花,B4,102.02.08,24.2,6.3,台北一,109,15.5,15.7,24070.0
39,鳳梨-鳳梨花,B4,102.02.09,12.5,7.4,台北一,109,9.5,9.2,11756.0
40,鳳梨-鳳梨花,B4,102.02.15,21.1,9.1,台北一,109,14.7,14.5,3186.0
41,鳳梨-鳳梨花,B4,102.02.16,21.2,3.0,台北一,109,13.6,14.6,1837.0
42,鳳梨-鳳梨花,B4,102.02.17,13.2,4.4,台北一,109,6.9,5.7,2468.0
43,鳳梨-鳳梨花,B4,102.02.19,3.0,3.0,台北一,109,3.0,3.0,723.0
44,鳳梨-鳳梨花,B4,102.02.20,2.0,2.0,台北一,109,2.0,2.0,944.0
45,鳳梨-鳳梨花,B4,102.02.21,3.0,3.0,台北一,109,3.0,3.0,812.0
46,鳳梨-鳳梨花,B4,102.02.23,15.0,12.0,台北一,109,13.6,13.7,352.0
47,鳳梨-鳳梨花,B4,102.02.24,3.0,3.0,台北一,109,3.0,3.0,192.0
48,鳳梨-鳳梨花,B4,102.10.05,10.0,10.0,台北一,109,10.0,10.0,45.0
49,鳳梨-鳳梨花,B4,102.12.01,5.0,5.0,台北一,109,5.0,5.0,15.0
50,鳳梨-鳳梨花,B4,102.12.15,16.0,16.0,台北一,109,16.0,16.0,22.0
51,鳳梨-鳳梨花,B4,102.12.17,12.0,10.0,台北一,109,11.3,11.5,86.0
