,crop_name,crop_num,date,high,low,market_name,market_num,mean,medium,volume
0,甜橙-其他,E0,101.01.04,85.0,80.0,台北一,109,82.5,82.5,144.0
1,甜橙-其他,E0,101.01.05,10.0,10.0,台北一,109,10.0,10.0,80.0
2,甜橙-其他,E0,101.01.07,85.0,80.0,台北一,109,81.4,80.7,336.0
3,甜橙-其他,E0,101.01.08,85.0,85.0,台北一,109,85.0,85.0,120.0
4,甜橙-其他,E0,101.01.10,85.0,85.0,台北一,109,85.0,85.0,120.0
5,甜橙-其他,E0,101.01.11,83.4,10.0,台北一,109,35.1,27.4,354.0
6,甜橙-其他,E0,101.01.12,10.0,10.0,台北一,109,10.0,10.0,10.0
7,甜橙-其他,E0,101.01.13,85.0,85.0,台北一,109,85.0,85.0,360.0
8,甜橙-其他,E0,101.01.14,85.0,80.0,台北一,109,82.5,82.5,240.0
9,甜橙-其他,E0,101.01.17,80.0,80.0,台北一,109,80.0,80.0,48.0
10,甜橙-其他,E0,101.01.18,85.0,30.0,台北一,109,72.7,82.8,450.0
11,甜橙-其他,E0,101.01.20,85.0,80.0,台北一,109,82.2,82.0,216.0
12,甜橙-其他,E0,101.01.22,3.0,3.0,台北一,109,3.0,3.0,81.0
13,甜橙-其他,E0,101.02.01,12.0,12.0,台北一,109,12.0,12.0,160.0
14,甜橙-其他,E0,101.02.04,5.0,5.0,台北一,109,5.0,5.0,126.0
15,甜橙-其他,E0,101.02.06,12.4,10.0,台北一,109,11.5,11.7,414.0
16,甜橙-其他,E0,101.02.14,9.0,5.5,台北一,109,7.4,7.5,220.0
17,甜橙-其他,E0,101.02.28,12.0,12.0,台北一,109,12.0,12.0,180.0
18,甜橙-其他,E0,101.03.07,20.0,18.0,台北一,109,19.1,19.1,215.0
19,甜橙-其他,E0,101.04.10,8.0,8.0,台北一,109,8.0,8.0,112.0
20,甜橙-其他,E0,101.04.11,12.0,12.0,台北一,109,12.0,12.0,46.0
21,甜橙-其他,E0,101.04.12,19.0,19.0,台北一,109,19.0,19.0,86.0
22,甜橙-其他,E0,101.04.13,25.0,25.0,台北一,109,25.0,25.0,80.0
