,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,60.2996254681648,68.94409937888199,4284.205078125,4852.673828125,1.7171287536621094,1.385013461112976,7356.53173828125,6721.0185546875
