,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,51.68539325842697,84.61538461538461,1.2426649332046509,16.387266159057617,4.639555931091309,1.4494116306304932,5.765413284301758,23.751893997192383
