,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,75.47892720306514,71.23287671232876,3.4404674987847472,3.246215282074391,1.3650633793325142,1.3666638396170043,4.69645619037479,4.436485041623183
