,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,74.53183520599251,73.68421052631578,97.26606750488281,108.45793151855469,1.672050952911377,1.4569309949874878,162.63381958007812,158.01571655273438
