,1,2,3,4,5,acc,batch_size,lookback,name,num
0,32,32,0,0,0,58.77862597694834,32,7,train+oil+weather+國定假日+拜拜日 高雄,0
1,32,32,0,0,0,65.64885496183206,32,7,train+oil+weather+國定假日+拜拜日 高雄,1
2,32,32,0,0,0,65.64885498458193,32,7,train+oil+weather+國定假日+拜拜日 高雄,2
3,32,32,0,0,0,64.88549620595597,32,7,train+oil+weather+國定假日+拜拜日 高雄,3
4,32,32,0,0,0,66.41221378595775,32,7,train+oil+weather+國定假日+拜拜日 高雄,4
