,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,69.66292134831461,64.15094339622641,5.604384899139404,14.566102027893066,1.8596853017807007,1.2690118551254272,10.422391891479492,18.484556198120117
