,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,75.65543071161048,70.28301886792453,1828.821533203125,1816.0048828125,1.5131291151046753,1.4682996273040771,2767.2431640625,2666.439208984375
