,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,64.04494382022472,59.76331360946746,12.463424682617188,12.575654983520508,1.6082793474197388,1.566251516342163,20.044668197631836,19.696638107299805
