,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,75.65543071161048,71.75925925925925,5.442800045013428,3.1254611015319824,2.6146225929260254,2.698540210723877,14.230867385864258,8.434182167053223
