,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,61.79775280898876,65.38461538461539,4.923856735229492,20.558895111083984,2.7311904430389404,1.4439995288848877,13.447990417480469,29.687034606933594
