,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,76.40449438202246,87.71929824561403,19.479385375976562,47.013790130615234,2.495014190673828,1.4840965270996094,48.601341247558594,69.77300262451172
