,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,78.65168539325843,74.66666666666667,3849.244384765625,3548.857666015625,1.49020254611969,1.3967469930648804,5736.15380859375,4956.8564453125
