,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,73.9463601532567,67.85714285714286,16.64016040198191,14.522301432855276,1.4950824222622725,1.5947880719676666,24.878411320627862,23.159993102636548
