,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,62.546816479400746,71.01449275362319,408.9028015136719,1340.658203125,3.4252641201019287,2.039856195449829,1400.60009765625,2734.75
