,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,73.18007662835248,71.61290322580646,28.527644138820328,26.201310289136824,1.3374690929649462,1.3634491151769634,38.15484233077479,35.72415333020067
