,Accuracy,Accuracy_0,AverageDeviation,AverageDeviation_0,CoefficientOfVariation,CoefficientOfVariation_0,StandardDeviation,StandardDeviation_0
0,76.02996254681648,71.52317880794702,21.077852249145508,23.145225524902344,1.5748661756515503,1.482527256011963,33.19479751586914,34.31342697143555
